,doc_id,category,filename,characters,words,sentences,avg_word_length,avg_sentence_length
109,178531,talk.politics.misc,178531,1282,211,53,4.85781990521327,3.6226415094339623
110,178528,talk.politics.misc,178528,7385,1257,151,4.439936356404137,8.059602649006623
111,178523,talk.politics.misc,178523,1032,163,67,4.447852760736196,2.2238805970149254
112,178533,talk.politics.misc,178533,2470,407,93,4.587223587223587,4.365591397849462
113,178529,talk.politics.misc,178529,18471,2978,214,4.727333781061115,13.985849056603774
114,178526,talk.politics.misc,178526,2269,389,91,4.429305912596401,4.230769230769231
115,178502,talk.politics.misc,178502,4719,775,78,4.7780645161290325,9.628205128205128
116,178518,talk.politics.misc,178518,2478,373,96,4.745308310991957,3.6979166666666665
117,178517,talk.politics.misc,178517,1265,193,67,4.782383419689119,2.7313432835820897
118,178486,talk.politics.misc,178486,2075,360,67,4.466666666666667,5.402985074626866
119,178501,talk.politics.misc,178501,2058,308,84,4.603896103896104,3.4642857142857144
120,178520,talk.politics.misc,178520,2865,475,107,4.7642105263157895,4.168224299065421
121,178521,talk.politics.misc,178521,1946,343,72,4.431486880466473,4.638888888888889
122,178511,talk.politics.misc,178511,1849,329,79,4.288753799392097,3.8734177215189876
123,178519,talk.politics.misc,178519,3724,644,115,4.49223602484472,5.359649122807017
124,178514,talk.politics.misc,178514,2582,419,87,4.742243436754177,4.586206896551724
125,178512,talk.politics.misc,178512,1453,246,96,4.609756097560975,2.28125
126,178503,talk.politics.misc,178503,1600,261,64,4.724137931034483,3.8125
127,178506,talk.politics.misc,178506,4057,694,95,4.20028818443804,6.726315789473684
128,178513,talk.politics.misc,178513,1382,232,75,4.681034482758621,2.7066666666666666
129,178509,talk.politics.misc,178509,2322,388,102,4.649484536082475,3.4313725490196076
130,178508,talk.politics.misc,178508,1301,224,58,4.450892857142857,3.7586206896551726
131,178483,talk.politics.misc,178483,1155,197,61,4.456852791878172,3.0491803278688523
132,178515,talk.politics.misc,178515,1495,255,71,4.4980392156862745,3.4225352112676055
133,178516,talk.politics.misc,178516,1761,303,90,4.468646864686469,3.1333333333333333
134,178505,talk.politics.misc,178505,2286,362,84,4.9088397790055245,4.120481927710843
135,178504,talk.politics.misc,178504,2767,464,86,4.663793103448276,5.152941176470589
136,178510,talk.politics.misc,178510,2147,358,74,4.558659217877095,4.783783783783784
137,178507,talk.politics.misc,178507,1717,303,78,4.33003300330033,3.5641025641025643
138,178522,talk.politics.misc,178522,1537,245,84,4.877551020408164,2.75
139,178524,talk.politics.misc,178524,1669,276,77,4.688405797101449,3.3026315789473686
140,178479,talk.politics.misc,178479,5874,961,135,4.668054110301769,6.792592592592593
141,178492,talk.politics.misc,178492,4419,703,101,4.840682788051209,6.643564356435643
142,178488,talk.politics.misc,178488,3041,512,88,4.53125,5.909090909090909
143,178490,talk.politics.misc,178490,2048,338,73,4.6923076923076925,4.3561643835616435
144,178494,talk.politics.misc,178494,2522,407,89,4.343980343980344,4.47191011235955
145,178481,talk.politics.misc,178481,5325,864,121,4.763888888888889,6.925619834710743
146,178498,talk.politics.misc,178498,2284,367,85,4.656675749318801,4.141176470588236
147,178495,talk.politics.misc,178495,1014,161,60,4.540372670807454,2.440677966101695
148,178480,talk.politics.misc,178480,1911,337,80,4.311572700296736,4.0625
149,178493,talk.politics.misc,178493,8649,1458,166,4.626200274348422,8.632530120481928
150,178485,talk.politics.misc,178485,2560,421,97,4.045130641330166,4.185567010309279
151,178497,talk.politics.misc,178497,2281,398,75,4.3542713567839195,5.1466666666666665
152,178482,talk.politics.misc,178482,1555,256,79,4.86328125,3.051282051282051
153,178475,talk.politics.misc,178475,3484,536,90,4.6361940298507465,5.833333333333333
154,178459,talk.politics.misc,178459,2434,406,100,4.394088669950739,3.97
155,178484,talk.politics.misc,178484,1217,213,66,4.417840375586854,2.893939393939394
156,178489,talk.politics.misc,178489,2360,337,91,4.774480712166172,3.4835164835164836
157,178487,talk.politics.misc,178487,1927,316,85,4.746835443037975,3.5
158,178496,talk.politics.misc,178496,1736,258,68,4.689922480620155,3.5294117647058822
159,178491,talk.politics.misc,178491,2364,394,87,4.631979695431472,4.413793103448276
160,178500,talk.politics.misc,178500,5718,976,117,4.630122950819672,8.102564102564102
161,178499,talk.politics.misc,178499,1472,248,80,4.633064516129032,2.7
162,178447,talk.politics.misc,178447,3571,618,129,4.289644012944984,4.65625
163,178476,talk.politics.misc,178476,1443,257,74,4.319066147859922,3.2027027027027026
164,178464,talk.politics.misc,178464,1850,315,60,4.412698412698413,5.033898305084746
165,178466,talk.politics.misc,178466,2092,339,79,4.740412979351032,4.063291139240507
166,178473,talk.politics.misc,178473,1970,317,75,4.242902208201893,4.013333333333334
167,178472,talk.politics.misc,178472,2234,334,70,5.023952095808383,5.185714285714286
168,178462,talk.politics.misc,178462,2122,367,76,4.555858310626703,4.447368421052632
169,178465,talk.politics.misc,178465,3554,605,107,4.36694214876033,5.317757009345795
170,178461,talk.politics.misc,178461,4924,837,148,4.439665471923536,5.506756756756757
171,178458,talk.politics.misc,178458,2408,363,69,4.823691460055096,5.0588235294117645
172,178457,talk.politics.misc,178457,1599,266,76,4.7706766917293235,3.1052631578947367
173,178474,talk.politics.misc,178474,2438,407,99,4.574938574938575,3.8383838383838382
174,178463,talk.politics.misc,178463,1810,293,87,4.63481228668942,3.206896551724138
175,178469,talk.politics.misc,178469,2447,423,77,4.5177304964539005,5.2727272727272725
176,178467,talk.politics.misc,178467,2919,483,81,4.188405797101449,5.950617283950617
177,178460,talk.politics.misc,178460,2088,343,92,4.510204081632653,3.608695652173913
178,178471,talk.politics.misc,178471,1414,239,74,4.531380753138075,2.945945945945946
179,178468,talk.politics.misc,178468,1653,273,54,4.65934065934066,5.188679245283019
180,178470,talk.politics.misc,178470,867,144,49,4.756944444444445,2.6122448979591835
181,178478,talk.politics.misc,178478,3110,570,130,4.029824561403509,3.9140625
182,178477,talk.politics.misc,178477,1326,227,72,4.431718061674009,2.875
183,178417,talk.politics.misc,178417,10359,1704,190,4.625,8.76842105263158
184,178444,talk.politics.misc,178444,3422,579,100,4.525043177892919,5.55
185,178429,talk.politics.misc,178429,1482,257,85,4.280155642023346,2.9166666666666665
186,178450,talk.politics.misc,178450,3546,596,103,4.434563758389261,5.669902912621359
187,178445,talk.politics.misc,178445,1501,250,74,4.372,3.1621621621621623
188,178436,talk.politics.misc,178436,2101,335,97,4.614925373134328,3.2268041237113403
189,178438,talk.politics.misc,178438,1906,348,83,4.218390804597701,3.8795180722891565
190,178454,talk.politics.misc,178454,1581,255,74,4.6196078431372545,3.164383561643836
191,178443,talk.politics.misc,178443,1878,310,73,4.82258064516129,4.013698630136986
192,178440,talk.politics.misc,178440,3276,545,97,4.704587155963303,5.46875
193,178441,talk.politics.misc,178441,1179,192,53,4.765625,3.358490566037736
194,178439,talk.politics.misc,178439,999,174,72,4.436781609195402,2.1805555555555554
195,178448,talk.politics.misc,178448,1312,231,57,4.307359307359308,3.7719298245614037
196,178451,talk.politics.misc,178451,1135,170,62,4.7,2.6065573770491803
197,178449,talk.politics.misc,178449,4308,724,106,4.654696132596685,6.5
198,178442,talk.politics.misc,178442,989,171,58,4.578947368421052,2.6551724137931036
199,178452,talk.politics.misc,178452,4917,801,93,4.508114856429463,8.967391304347826
200,178455,talk.politics.misc,178455,1580,257,63,4.852140077821011,3.7301587301587302
201,178422,talk.politics.misc,178422,10042,1684,192,4.458432304038005,8.619791666666666
202,178437,talk.politics.misc,178437,4472,755,111,4.659602649006622,6.603603603603603
203,178446,talk.politics.misc,178446,2283,358,88,4.854748603351955,3.715909090909091
204,178453,talk.politics.misc,178453,5726,945,111,4.673015873015873,8.26126126126126
205,178456,talk.politics.misc,178456,2302,388,68,4.533505154639175,5.417910447761194
206,178419,talk.politics.misc,178419,3150,507,102,4.743589743589744,4.715686274509804
207,178435,talk.politics.misc,178435,3351,537,108,4.735567970204841,4.722222222222222
208,178424,talk.politics.misc,178424,5195,832,96,4.639423076923077,8.5
209,178426,talk.politics.misc,178426,2461,424,125,4.393867924528302,3.237704918032787
210,178423,talk.politics.misc,178423,1499,251,67,4.661354581673307,3.5223880597014925
211,178420,talk.politics.misc,178420,4094,624,104,4.647435897435898,6.038461538461538
212,178415,talk.politics.misc,178415,5169,811,91,4.803945745992602,9.527472527472527
213,178433,talk.politics.misc,178433,8771,1475,162,4.549152542372881,8.858024691358025
214,178425,talk.politics.misc,178425,8795,1473,139,4.562797012898846,10.347826086956522
215,178408,talk.politics.misc,178408,1222,195,54,5.005128205128205,3.425925925925926
216,178431,talk.politics.misc,178431,2427,378,87,4.8121693121693125,4.2298850574712645
217,178418,talk.politics.misc,178418,2503,421,71,4.755344418052257,5.605633802816901
218,178430,talk.politics.misc,178430,4463,727,108,4.694635488308116,6.546296296296297
219,178427,talk.politics.misc,178427,2015,328,78,4.621951219512195,4.181818181818182
220,178421,talk.politics.misc,178421,1056,185,62,4.475675675675675,2.725806451612903
221,178432,talk.politics.misc,178432,1903,302,83,4.758278145695364,3.3132530120481927
222,178434,talk.politics.misc,178434,2840,467,90,4.687366167023555,4.911111111111111
223,178428,talk.politics.misc,178428,2611,435,94,4.388505747126437,4.297872340425532
224,178407,talk.politics.misc,178407,1312,224,88,4.098214285714286,2.409090909090909
225,178382,talk.politics.misc,178382,17426,2941,273,4.516490989459368,10.604395604395604
226,178413,talk.politics.misc,178413,3256,504,95,4.950396825396825,5.063157894736842
227,178393,talk.politics.misc,178393,1778,295,79,4.494915254237288,3.4430379746835444
228,178406,talk.politics.misc,178406,9043,1455,110,4.439862542955327,12.736363636363636
229,178392,talk.politics.misc,178392,1997,340,90,4.402941176470589,3.5730337078651684
230,178384,talk.politics.misc,178384,1060,172,51,4.662790697674419,3.176470588235294
231,178412,talk.politics.misc,178412,2380,397,65,4.624685138539043,5.876923076923077
232,178411,talk.politics.misc,178411,3429,546,130,4.553113553113553,4.831858407079646
233,178399,talk.politics.misc,178399,1977,344,83,4.4476744186046515,3.8072289156626504
234,178409,talk.politics.misc,178409,1822,286,66,4.4125874125874125,4.166666666666667
235,178397,talk.politics.misc,178397,1721,293,83,4.750853242320819,3.180722891566265
236,178401,talk.politics.misc,178401,2366,380,68,4.681578947368421,5.323529411764706
237,178410,talk.politics.misc,178410,2763,429,110,4.708624708624709,4.188118811881188
238,178396,talk.politics.misc,178396,4848,851,117,4.340775558166863,7.017094017094017
239,178380,talk.politics.misc,178380,1443,243,87,4.555555555555555,2.689655172413793
240,178398,talk.politics.misc,178398,1702,278,78,4.737410071942446,3.3205128205128207
241,178394,talk.politics.misc,178394,5853,964,93,4.614107883817427,10.043010752688172
242,178403,talk.politics.misc,178403,7723,1288,131,4.599378881987578,9.50381679389313
243,178390,talk.politics.misc,178390,1937,313,97,4.833865814696486,3.0208333333333335
244,178400,talk.politics.misc,178400,1977,344,83,4.4476744186046515,3.8072289156626504
245,178395,talk.politics.misc,178395,2050,356,82,4.455056179775281,3.975609756097561
246,178405,talk.politics.misc,178405,10553,1794,135,4.291527313266443,12.866666666666667
247,178404,talk.politics.misc,178404,3448,575,91,4.636521739130435,6.065934065934066
248,178381,talk.politics.misc,178381,7612,1308,144,4.4296636085626915,8.833333333333334
249,178402,talk.politics.misc,178402,5921,968,109,4.698347107438017,8.53211009174312
250,178416,talk.politics.misc,178416,4315,690,108,4.823188405797102,6.101851851851852
251,178414,talk.politics.misc,178414,2478,411,92,4.635036496350365,4.293478260869565
252,178376,talk.politics.misc,178376,2750,492,88,4.241869918699187,5.3977272727272725
253,178388,talk.politics.misc,178388,1361,224,65,4.665178571428571,3.0307692307692307
254,178385,talk.politics.misc,178385,1090,169,67,5.041420118343195,2.1791044776119404
255,178387,talk.politics.misc,178387,1783,301,79,4.674418604651163,3.5384615384615383
256,178383,talk.politics.misc,178383,2000,307,80,4.7752442996742674,3.5625
257,178377,talk.politics.misc,178377,1129,176,61,5.028409090909091,2.557377049180328
258,178374,talk.politics.misc,178374,710,129,57,4.310077519379845,2.017543859649123
259,178386,talk.politics.misc,178386,1412,207,62,4.618357487922705,3.032258064516129
260,178379,talk.politics.misc,178379,1302,213,76,4.7981220657277,2.526315789473684
261,178370,talk.politics.misc,178370,624,105,42,4.580952380952381,2.4634146341463414
262,178373,talk.politics.misc,178373,7591,1291,144,4.746707978311386,8.79861111111111
263,178375,talk.politics.misc,178375,1532,248,63,4.762096774193548,3.7142857142857144
264,178378,talk.politics.misc,178378,1185,185,74,5.0162162162162165,2.22972972972973
265,178372,talk.politics.misc,178372,1377,215,72,4.618604651162791,2.75
266,178700,talk.politics.misc,178700,1576,259,56,4.818532818532819,4.4363636363636365
267,178698,talk.politics.misc,178698,1924,319,72,4.5423197492163006,4.25
268,178697,talk.politics.misc,178697,3373,584,102,4.5188356164383565,5.564356435643564
269,178695,talk.politics.misc,178695,3963,636,103,4.773584905660377,5.87378640776699
270,178684,talk.politics.misc,178684,12176,1937,132,4.988642230252968,14.507575757575758
271,178691,talk.politics.misc,178691,3475,579,66,4.732297063903282,8.727272727272727
272,178690,talk.politics.misc,178690,609,108,49,4.407407407407407,1.9387755102040816
273,178693,talk.politics.misc,178693,1886,307,92,4.824104234527687,3.076923076923077
274,178692,talk.politics.misc,178692,2355,419,91,4.329355608591886,4.274725274725275
275,178694,talk.politics.misc,178694,2632,421,83,4.800475059382423,5.156626506024097
276,178689,talk.politics.misc,178689,1920,303,77,4.534653465346534,3.933333333333333
277,178686,talk.politics.misc,178686,3320,558,111,4.471326164874552,4.783783783783784
278,178699,talk.politics.misc,178699,4542,762,155,4.515748031496063,4.7727272727272725
279,178687,talk.politics.misc,178687,2683,436,90,4.584862385321101,4.633333333333334
280,178696,talk.politics.misc,178696,1696,260,90,4.65,2.7444444444444445
281,178688,talk.politics.misc,178688,10141,1710,178,4.6116959064327485,9.52808988764045
282,178671,talk.politics.misc,178671,2686,472,87,4.408898305084746,5.218390804597701
283,178681,talk.politics.misc,178681,1399,250,62,4.3,3.7704918032786887
284,178680,talk.politics.misc,178680,680,116,63,4.672413793103448,1.6612903225806452
285,178685,talk.politics.misc,178685,2189,370,63,4.251351351351351,5.682539682539683
286,178683,talk.politics.misc,178683,1110,182,68,4.554945054945055,2.411764705882353
287,178682,talk.politics.misc,178682,1888,287,111,4.484320557491289,2.5225225225225225
288,178638,talk.politics.misc,178638,2465,437,77,4.434782608695652,5.428571428571429
289,178666,talk.politics.misc,178666,1976,320,92,4.8,3.2527472527472527
290,178669,talk.politics.misc,178669,2131,365,77,4.501369863013698,4.545454545454546
291,178658,talk.politics.misc,178658,2646,458,91,4.521834061135372,4.802197802197802
292,178649,talk.politics.misc,178649,2938,449,96,4.6080178173719375,4.510416666666667
293,178667,talk.politics.misc,178667,2309,398,80,4.482412060301508,4.848101265822785
294,178657,talk.politics.misc,178657,2049,361,74,4.224376731301939,4.7534246575342465
295,178668,talk.politics.misc,178668,1337,232,69,4.521551724137931,3.0869565217391304
296,178659,talk.politics.misc,178659,1806,303,72,4.518151815181518,4.055555555555555
297,178674,talk.politics.misc,178674,1513,264,92,4.492424242424242,2.7142857142857144
298,178670,talk.politics.misc,178670,3048,303,65,4.2805280528052805,4.384615384615385
299,178660,talk.politics.misc,178660,2091,365,75,4.375342465753425,4.493333333333333
300,178663,talk.politics.misc,178663,1803,294,88,4.619047619047619,3.3333333333333335
301,178636,talk.politics.misc,178636,4626,803,116,4.473225404732254,6.818965517241379
302,178678,talk.politics.misc,178678,1824,301,80,4.677740863787376,3.425
303,178673,talk.politics.misc,178673,1950,321,65,4.766355140186916,4.769230769230769
304,178665,talk.politics.misc,178665,6115,1067,150,4.558575445173384,6.9
305,178654,talk.politics.misc,178654,4628,788,113,4.6078680203045685,6.752212389380531
306,178648,talk.politics.misc,178648,1105,193,67,4.476683937823834,2.611940298507463
307,178662,talk.politics.misc,178662,1547,250,75,4.428,3.08
308,178664,talk.politics.misc,178664,2785,472,77,4.616525423728813,5.922077922077922
309,178661,talk.politics.misc,178661,2521,390,82,4.651282051282052,4.5
310,178675,talk.politics.misc,178675,1711,285,79,4.52280701754386,3.329113924050633
311,178672,talk.politics.misc,178672,10936,1877,206,4.463505594033031,8.820388349514563
312,178656,talk.politics.misc,178656,1737,275,105,4.7672727272727276,2.4095238095238094
313,178676,talk.politics.misc,178676,1193,172,59,4.523255813953488,2.6779661016949152
314,178677,talk.politics.misc,178677,1390,228,66,4.771929824561403,3.3230769230769233
315,178679,talk.politics.misc,178679,1172,202,70,4.5594059405940595,2.657142857142857
316,178644,talk.politics.misc,178644,2661,405,106,4.518518518518518,3.8773584905660377
317,178641,talk.politics.misc,178641,4697,831,106,4.457280385078219,7.514285714285714
318,178642,talk.politics.misc,178642,1193,204,80,4.588235294117647,2.3037974683544302
319,178646,talk.politics.misc,178646,1718,245,86,4.624489795918367,2.686046511627907
320,178626,talk.politics.misc,178626,2924,496,107,4.330645161290323,4.556603773584905
321,178651,talk.politics.misc,178651,2342,402,76,4.574626865671642,5.053333333333334
322,178650,talk.politics.misc,178650,1891,323,68,4.572755417956657,4.597014925373134
323,178645,talk.politics.misc,178645,2984,505,85,4.56039603960396,5.588235294117647
324,178652,talk.politics.misc,178652,1095,199,67,4.36180904522613,2.7611940298507465
325,178647,talk.politics.misc,178647,1193,201,85,4.587064676616915,2.142857142857143
326,178639,talk.politics.misc,178639,5407,898,185,4.44097995545657,4.756756756756757
327,178637,talk.politics.misc,178637,3411,560,109,4.578571428571428,5.12037037037037
328,178643,talk.politics.misc,178643,1302,211,71,4.876777251184834,2.7746478873239435
329,178627,talk.politics.misc,178627,2039,344,89,4.569767441860465,3.6704545454545454
330,178640,talk.politics.misc,178640,1699,304,79,4.3618421052631575,3.5641025641025643
331,178653,talk.politics.misc,178653,6813,1169,128,4.570573139435415,8.8125
332,178655,talk.politics.misc,178655,2953,508,119,4.362204724409449,4.0588235294117645
333,178631,talk.politics.misc,178631,2603,436,72,4.610091743119266,6.028169014084507
334,178622,talk.politics.misc,178622,2949,522,97,4.183908045977011,5.135416666666667
335,178619,talk.politics.misc,178619,1700,285,76,4.585964912280701,3.64
336,178616,talk.politics.misc,178616,1577,243,83,4.753086419753086,2.7349397590361444
337,178624,talk.politics.misc,178624,1456,244,52,4.602459016393443,4.403846153846154
338,178628,talk.politics.misc,178628,4196,716,105,4.532122905027933,6.865384615384615
339,178623,talk.politics.misc,178623,3095,535,93,4.500934579439252,5.56989247311828
340,178618,talk.politics.misc,178618,2118,370,80,4.354054054054054,4.4625
341,178615,talk.politics.misc,178615,1886,273,74,4.575091575091575,3.5405405405405403
342,178629,talk.politics.misc,178629,1643,299,83,4.2207357859531776,3.4390243902439024
343,178633,talk.politics.misc,178633,1252,204,76,4.7745098039215685,2.4078947368421053
344,178625,talk.politics.misc,178625,1825,330,65,4.218181818181818,4.753846153846154
345,178613,talk.politics.misc,178613,2496,417,110,4.764988009592326,3.5636363636363635
346,178617,talk.politics.misc,178617,1756,287,71,4.7317073170731705,3.9
347,178595,talk.politics.misc,178595,1365,223,76,4.739910313901345,2.6052631578947367
348,178630,talk.politics.misc,178630,1975,302,90,4.960264900662252,3.1
